method,n_images,FID,KID_mmd2,KID_x1000,pFID,pKID_mmd2,pKID_x1000,PSNR_RGB,PSNR_Y,SSIM_RGB,LPIPS_Alex,L1_RGB,L1_Y
LUA_x4,179,35.32280310351729,-0.0015861510128694079,-1.5861510128694079,69.03079487760198,0.030185994346048073,30.185994346048073,27.50397978950582,29.26730182361238,0.8235276531240794,0.13961118303613956,0.02484412083412682,0.02018155570677872
LUA_x2_plus_SwinIR_x2,179,32.91243701356774,-0.001414014791285112,-1.414014791285112,63.269801781472154,0.023496232777587167,23.496232777587167,27.96554982516946,29.74068293531115,0.8327573691000486,0.10765340360266536,0.02044566982951244,0.016272022375868184
SwinIR_x4,179,0.7226558295114387,-0.004937727720385254,-4.937727720385254,24.286722896192202,0.0059899375995602355,5.9899375995602355,32.314471514335516,33.76766423986206,0.905231752542144,0.023385691656809114,0.011577945709873678,0.009759268519213663
