step,dataset,sample_id,mode,height,width,psnr_vs_vae,ssim_vs_vae,psnr_vs_raw,ssim_vs_raw,rgb_l1_vs_vae,hf_error_vs_vae,lf_drift_vs_base,lpips_vs_vae,feature_l1_base,feature_l1_1step,feature_l1_4step,gate_mean
6063,Urban100,img001,feature_bicubic,640,1024,21.994500739991466,0.5404073596000671,21.841504974963847,0.5373725891113281,0.09517105668783188,0.07525628060102463,0.019916221499443054,0.142399400472641,4.35873556137085,3.225194215774536,3.270416259765625,0.9865650534629822
6063,Urban100,img001,rf_1step,640,1024,25.97261743968516,0.7184717655181885,25.748393929790367,0.7107513546943665,0.06084546074271202,0.047203440219163895,0.011315811425447464,0.06589321792125702,4.35873556137085,3.225194215774536,3.270416259765625,0.9865650534629822
6063,Urban100,img001,rf_4step,640,1024,25.80432552650036,0.7165115475654602,25.616729504769925,0.7113231420516968,0.06180839240550995,0.04764813557267189,0.012720434926450253,0.06396768242120743,4.35873556137085,3.225194215774536,3.270416259765625,0.9865650534629822
6063,Urban100,img002,feature_bicubic,768,1024,21.148963998553295,0.5726165771484375,20.992916495227295,0.566814661026001,0.11323731392621994,0.08472289144992828,0.02370378188788891,0.1175248846411705,4.589534759521484,3.6286866664886475,3.696885585784912,0.9993212223052979
6063,Urban100,img002,rf_1step,768,1024,25.056588320437715,0.7897100448608398,24.788873919255284,0.7810726165771484,0.06942050904035568,0.05022646486759186,0.014053785242140293,0.03825030475854874,4.589534759521484,3.6286866664886475,3.696885585784912,0.9993212223052979
6063,Urban100,img002,rf_4step,768,1024,24.75087101084332,0.7865867614746094,24.52069194338914,0.7789052128791809,0.0719447061419487,0.0508326031267643,0.016152024269104004,0.036894600838422775,4.589534759521484,3.6286866664886475,3.696885585784912,0.9993212223052979
6063,Urban100,img003,feature_bicubic,672,1024,18.868074826778365,0.4253275990486145,18.62378668790455,0.41030943393707275,0.1458270400762558,0.1137874573469162,0.027382338419556618,0.1779405027627945,4.338932514190674,3.2877357006073,3.3214409351348877,0.9993511438369751
6063,Urban100,img003,rf_1step,672,1024,22.065249253050617,0.6344339847564697,21.64823377323955,0.6106293797492981,0.09919676929712296,0.07489795237779617,0.016160741448402405,0.07597417384386063,4.338932514190674,3.2877357006073,3.3214409351348877,0.9993511438369751
6063,Urban100,img003,rf_4step,672,1024,21.868318319367987,0.6347410678863525,21.486670276254817,0.6121904850006104,0.10135667771100998,0.07596399635076523,0.01826689951121807,0.07356211543083191,4.338932514190674,3.2877357006073,3.3214409351348877,0.9993511438369751
6063,Urban100,img004,feature_bicubic,672,1024,17.909486123653153,0.5844505429267883,17.902108711875037,0.5804649591445923,0.15023432672023773,0.10836921632289886,0.03499738872051239,0.13951729238033295,4.730989456176758,3.401460647583008,3.4194118976593018,0.9986717700958252
