step,dataset,sample_id,mode,height,width,psnr_vs_vae,ssim_vs_vae,psnr_vs_raw,ssim_vs_raw,rgb_l1_vs_vae,hf_error_vs_vae,lf_drift_vs_base,lpips_vs_vae,feature_l1_base,feature_l1_1step,feature_l1_4step,gate_mean
6063,Set14,baboon,feature_bicubic,480,480,18.854184214339803,0.3202919363975525,18.29729184033477,0.2791125476360321,0.16076011955738068,0.12668223679065704,0.026854360476136208,0.257978230714798,3.8896360397338867,3.213170289993286,3.244508981704712,0.9994328618049622
6063,Set14,baboon,rf_1step,480,480,20.86815253101001,0.4691883325576782,20.05065797808156,0.4101032614707947,0.12822884321212769,0.09566876292228699,0.019462818279862404,0.13792380690574646,3.8896360397338867,3.213170289993286,3.244508981704712,0.9994328618049622
6063,Set14,baboon,rf_4step,480,480,20.6939396618477,0.4706973433494568,19.91258390672542,0.41295143961906433,0.13125135004520416,0.09704723209142685,0.024149704724550247,0.11580123752355576,3.8896360397338867,3.213170289993286,3.244508981704712,0.9994328618049622
6063,Set14,barbara,feature_bicubic,576,720,21.783485773252416,0.5975353717803955,21.573445392778417,0.579355776309967,0.10115408897399902,0.07330255955457687,0.02201683446764946,0.19155409932136536,4.5405707359313965,3.4408795833587646,3.4576287269592285,0.998248279094696
6063,Set14,barbara,rf_1step,576,720,24.170406132134033,0.7230373024940491,23.846273341676145,0.7007713913917542,0.07420902699232101,0.053219541907310486,0.013826178386807442,0.12148971855640411,4.5405707359313965,3.4408795833587646,3.4576287269592285,0.998248279094696
6063,Set14,barbara,rf_4step,576,720,23.870990584413633,0.7197759747505188,23.575558517409338,0.6981135010719299,0.07658760249614716,0.054296113550662994,0.015886183828115463,0.12257201224565506,4.5405707359313965,3.4408795833587646,3.4576287269592285,0.998248279094696
6063,Set14,bridge,feature_bicubic,496,496,21.20805638446882,0.4202253818511963,20.967546538031794,0.41225841641426086,0.1245918944478035,0.09647481888532639,0.022827571257948875,0.2684040069580078,3.8183417320251465,3.0282726287841797,3.0553336143493652,0.9995787143707275
6063,Set14,bridge,rf_1step,496,496,23.96579115042188,0.6064146757125854,23.624730420067568,0.5962399244308472,0.09030751138925552,0.06686136871576309,0.014478755183517933,0.13141325116157532,3.8183417320251465,3.0282726287841797,3.0553336143493652,0.9995787143707275
6063,Set14,bridge,rf_4step,496,496,23.78746975153456,0.6048381328582764,23.45597662673976,0.5954213738441467,0.09223195165395737,0.06836007535457611,0.01771097257733345,0.12039493024349213,3.8183417320251465,3.0282726287841797,3.0553336143493652,0.9995787143707275
6063,Set14,coastguard,feature_bicubic,288,336,21.853720600633917,0.351125568151474,21.763692678640965,0.3472326397895813,0.11112552136182785,0.08554694801568985,0.01744729094207287,0.39920222759246826,4.544893741607666,3.569373607635498,3.629079580307007,0.9988697171211243
6063,Set14,coastguard,rf_1step,288,336,24.944022833382874,0.5632871985435486,24.772668468414757,0.5561651587486267,0.08215287327766418,0.05911467224359512,0.014203489758074284,0.22020882368087769,4.544893741607666,3.569373607635498,3.629079580307007,0.9988697171211243
6063,Set14,coastguard,rf_4step,288,336,24.772352888861437,0.5635324716567993,24.610936369820692,0.5573360919952393,0.08375167846679688,0.0605197474360466,0.017592841759324074,0.2119361162185669,4.544893741607666,3.569373607635498,3.629079580307007,0.9988697171211243
6063,Set14,comic,feature_bicubic,352,240,17.891146925748885,0.4259233772754669,17.80170067542967,0.42236989736557007,0.17596633732318878,0.12486372888088226,0.035686057060956955,0.31373152136802673,4.515152454376221,3.5282680988311768,3.5458431243896484,0.9989453554153442
6063,Set14,comic,rf_1step,352,240,20.789167816979656,0.6450552940368652,20.66320648701239,0.6394060850143433,0.12374023348093033,0.07862260937690735,0.02287973463535309,0.14179468154907227,4.515152454376221,3.5282680988311768,3.5458431243896484,0.9989453554153442
