dataset,mode,num_images,base_psnr_rgb,base_ssim_rgb,base_l1_rgb,base_grad_l1,hf_energy,hf_gain_vs_base_up,lf_drift_vs_base
FLUX179_x2_unpaired,feature_bicubic,179,31.380180689220047,0.9047798111452071,0.015331233128405817,0.029552626223225333,0.01669151198467521,1.7578109557335648,0.015856247561770443
FLUX179_x2_unpaired,rf_1step,179,34.24515485984097,0.9459865652649097,0.013597181540336355,0.020781640005011797,0.010574199602673839,1.1560202063104192,0.020007167552603025
