sample_id,height,width,feature_bicubic_psnr_vs_vae,rf_1step_psnr_vs_vae,rf_4step_psnr_vs_vae,feature_bicubic_ssim_vs_vae,rf_1step_ssim_vs_vae,rf_4step_ssim_vs_vae,rf_1step_psnr_vs_raw,rf_4step_psnr_vs_raw,rgb_l1_bicubic_vs_vae,rgb_l1_rf_1step_vs_vae,rgb_l1_rf_4step_vs_vae,gate_mean
img063,976,992,15.117118756269559,20.564474534433327,20.46136841405627,0.3341301381587982,0.5455324053764343,0.5436596870422363,20.28724949510114,20.21168430627238,0.20712138712406158,0.11974114179611206,0.12064826488494873,0.9979279041290283
img064,672,1024,21.73605768023858,25.85852979514015,25.58073785529632,0.6012138724327087,0.7938326001167297,0.792334258556366,25.467225758609345,25.2405271172763,0.1070767268538475,0.06539314240217209,0.06743151694536209,0.9989656805992126
img065,672,1024,20.64430169173533,24.236361392494892,23.961341567618636,0.4946906864643097,0.7396393418312073,0.7393813729286194,23.83035530184136,23.612564613073566,0.13009406626224518,0.08436955511569977,0.08701930195093155,0.9996280074119568
img066,864,1024,18.30336927288924,21.340509174170357,21.00156782871108,0.43579748272895813,0.6367223262786865,0.6342408061027527,21.038703512913486,20.748163849903463,0.1482173204421997,0.10543401539325714,0.1089150607585907,0.9835648536682129
img067,672,1024,13.63441014400507,18.12471533655017,18.027075192897378,0.6404282450675964,0.8413220643997192,0.840027391910553,18.100387510412478,18.0108384442834,0.21528641879558563,0.11662150174379349,0.11517981439828873,0.9949527978897095
img068,1024,1024,23.725429886684672,29.03797421288592,28.624595496762197,0.6424652934074402,0.8665446639060974,0.8641290664672852,28.673256118928165,28.375143556773406,0.08406006544828415,0.044551875442266464,0.04691358655691147,0.9980313181877136
img069,816,1200,19.675421506207634,23.094460253783637,22.925487857739007,0.515663743019104,0.7244579195976257,0.7263293266296387,22.845202125519396,22.708125860772753,0.12687689065933228,0.08386877179145813,0.08545276522636414,0.9985989928245544
img070,768,1024,18.358314000366885,20.53970423455702,20.30772032440717,0.4264974594116211,0.5679209232330322,0.5688284039497375,20.280948068761514,20.08066634694937,0.14991723001003265,0.11713533848524094,0.12065919488668442,0.9931086897850037
img071,768,1024,22.733712572907997,26.3590736528042,26.111042041336443,0.40653467178344727,0.5934987664222717,0.5907715559005737,25.878092259223358,25.707378325467204,0.098930224776268,0.06985262036323547,0.07217465341091156,0.9995340704917908
img072,1024,672,13.53232850032298,18.638658348247557,18.528477459010347,0.4741779565811157,0.8006965517997742,0.8029223084449768,18.53242188437775,18.431831967604978,0.26717859506607056,0.1347239762544632,0.13494287431240082,0.9991189241409302
img073,752,1024,15.943884002273851,18.79716680746828,18.554368521951968,0.2764127254486084,0.5378178954124451,0.541297197341919,18.641525438975705,18.39490051106278,0.22583000361919403,0.16291578114032745,0.16703598201274872,0.9994557499885559
img074,1024,672,18.76346510324407,21.530256327514326,21.293831106945582,0.47304004430770874,0.6689210534095764,0.6731953024864197,21.361953317864867,21.156824978218097,0.14424555003643036,0.10096320509910583,0.10375212132930756,0.977342963218689
img075,672,1024,24.160026802391226,29.224606880518547,28.995492742829065,0.7287929654121399,0.8495959043502808,0.8480995297431946,28.51011035343458,28.407605647850232,0.06376609206199646,0.03757600486278534,0.038990672677755356,0.9949830770492554
img076,672,1024,17.97757749380189,21.50200780757465,21.346825632799373,0.4965055286884308,0.7166595458984375,0.7219335436820984,21.144972237901424,21.03951275006372,0.15018095076084137,0.09834391623735428,0.09961247444152832,0.9871730208396912
img077,672,1024,18.620214998365977,20.716447236962033,20.513566394047643,0.4909595251083374,0.6345848441123962,0.6346909403800964,20.53899761531519,20.3541942578212,0.14080123603343964,0.10794844478368759,0.11003140360116959,0.9920551776885986
img078,720,1024,22.17030581511903,25.65325012034464,25.389862024892157,0.53062504529953,0.7161077260971069,0.7146684527397156,25.527979282270046,25.29795468081759,0.09307251870632172,0.062417276203632355,0.06394442170858383,0.9986025094985962
img079,768,1024,20.72514471101469,23.80447703207547,23.506155863284604,0.4693622589111328,0.6710537075996399,0.6684161424636841,23.365158226564024,23.11768329732951,0.12318553030490875,0.08604177087545395,0.08897875249385834,0.9993858337402344
img080,1024,768,29.630242033295843,33.906704055259816,33.44148870698049,0.8709702491760254,0.9336255192756653,0.9323921203613281,32.57467255830648,32.266212061403216,0.033020175993442535,0.022587783634662628,0.024873942136764526,0.9975525736808777
img081,1024,1024,25.96114830437834,30.898958245430897,30.55438707312241,0.8038895130157471,0.8811342120170593,0.8707137107849121,29.919624471949614,29.669347662813145,0.05638052150607109,0.03579223155975342,0.037296198308467865,0.9974339604377747
