dataset,sample_id,mode,height,width,psnr_vs_vae,ssim_vs_vae,psnr_vs_raw,ssim_vs_raw,base_psnr_rgb,base_ssim_rgb,base_l1_rgb,base_grad_l1,hf_energy,hf_gain_vs_base_up,hf_error_vs_vae,lf_drift_vs_base
FLUX179_x2_unpaired,img_0000131,rf_1step,2048,2048,nan,nan,nan,nan,37.03125265618772,0.9758232831954956,0.011970529332756996,0.008038895204663277,0.00385016156360507,1.1358748341658755,nan,0.0228729248046875
FLUX179_x2_unpaired,img_0000132,feature_bicubic,2048,2048,nan,nan,nan,nan,30.021360129281803,0.9332270622253418,0.014144299551844597,0.024915827438235283,0.013288648799061775,1.6950302272897364,nan,0.016449924558401108
FLUX179_x2_unpaired,img_0000132,rf_1step,2048,2048,nan,nan,nan,nan,33.46604145359344,0.9631953239440918,0.013389586471021175,0.017020609229803085,0.008092663250863552,1.0322576084980917,nan,0.020942261442542076
FLUX179_x2_unpaired,img_0000133,feature_bicubic,2048,2048,nan,nan,nan,nan,29.384895338841023,0.9041941165924072,0.019283106550574303,0.03683538734912872,0.020253099501132965,1.659408512654415,nan,0.019091501832008362
FLUX179_x2_unpaired,img_0000133,rf_1step,2048,2048,nan,nan,nan,nan,32.931875382438356,0.9622527360916138,0.016030192375183105,0.022231020033359528,0.012293110601603985,1.0072182965458074,nan,0.02450026571750641
FLUX179_x2_unpaired,img_0000134,feature_bicubic,2048,2048,nan,nan,nan,nan,25.180275112897146,0.7686058878898621,0.028819886967539787,0.07167109847068787,0.04037958383560181,1.894542445076193,nan,0.016841817647218704
FLUX179_x2_unpaired,img_0000134,rf_1step,2048,2048,nan,nan,nan,nan,29.05062734314225,0.8947257399559021,0.020297784358263016,0.0482817143201828,0.021817972883582115,1.0236627465442942,nan,0.018109578639268875
FLUX179_x2_unpaired,img_0000135,feature_bicubic,2048,2048,nan,nan,nan,nan,33.223102991092304,0.9488934278488159,0.01174168661236763,0.01814151555299759,0.009827017784118652,1.6934754920087103,nan,0.016183609142899513
FLUX179_x2_unpaired,img_0000135,rf_1step,2048,2048,nan,nan,nan,nan,35.16383246132897,0.9616929888725281,0.013421980664134026,0.013768943026661873,0.0067170048132538795,1.1575315401721518,nan,0.023585578426718712
FLUX179_x2_unpaired,img_0000136,feature_bicubic,2048,2048,nan,nan,nan,nan,28.29048646868536,0.8702308535575867,0.018599428236484528,0.03772462159395218,0.021384499967098236,1.7960576958501844,nan,0.015988383442163467
