resolution,method,n_real_images,n_generated_images,n_real_patches,n_generated_patches,FID,pFID,KID,pKID,CLIP,time_sec_mean,time_sec_median
2048x2048,bicubic_x2,150,179,2400,2864,308.99817091384,113.1202564225834,0.0682980344629267,0.037352843461211815,0.345479809871599,4.5341408652820565e-05,3.8955011405050755e-05
2048x2048,RF_f3_one_step_x2,150,179,2400,2864,308.8622747558581,105.70491856425542,0.06792059142404439,0.03386263410428958,0.3452881739459224,1.3080727983968183,1.3076276150241029
2048x2048,LUA_x2_to_2048,150,179,2400,2864,309.19916908172564,120.61414793487978,0.06859946557295649,0.0436927166562846,0.3459302658142324,0.8765455502737053,0.8683628780127037
